2ndFlrSF,MasVnrArea,GarageYrBlt,BedroomAbvGr,BsmtExposure,BsmtFinType1,GarageFinish,1stFlrSF,BsmtFinSF1,BsmtUnfSF,GarageArea,GrLivArea,KitchenQual,LotArea,LotFrontage,OpenPorchSF,OverallCond,OverallQual,TotalBsmtSF,YearBuilt,YearRemodAdd,SalePrice,GarageYrBlt_missing,LotFrontage_missing
581,0,1983,3,No,Unf,Unf,958,0,650,686,1539,Gd,10440,60.0,78,8,5,650,1904,2002,157500,0,0
0,196,2005,3,Av,GLQ,None,1552,24,1528,782,1552,Gd,10084,84.0,20,5,7,1552,2005,2006,212900,0,0
0,0,1965,3,No,BLQ,Unf,925,338,121,429,925,TA,9100,70.0,0,6,5,925,1965,1965,117500,0,0
0,98,2004,3,Av,GLQ,RFn,1414,24,1390,494,1414,Gd,8773,65.0,105,5,7,1414,2004,2004,185500,0,0
0,0,0,2,No,Unf,None,1013,0,1013,0,1526,Fa,8470,105.0,0,2,3,1013,1915,1982,85000,1,0
0,122,2005,4,No,LwQ,Fin,1712,528,1098,588,1712,TA,8393,70.0,54,5,5,1626,1959,2005,145000,0,0
0,250,2006,3,Av,Unf,RFn,1717,0,1709,908,1717,Gd,11146,87.0,39,5,8,1709,2006,2006,255500,0,0
661,0,1937,3,No,Unf,Unf,1089,0,636,240,1750,Ex,9000,50.0,0,6,5,636,1880,1991,124000,0,0
390,0,1999,2,No,Unf,Unf,786,0,698,624,1176,TA,6000,50.0,0,9,6,698,1937,2000,134900,0,0
482,40,2000,3,No,Unf,RFn,1454,0,1406,504,1936,Gd,11194,106.0,124,5,8,1406,2000,2000,230500,0,0
0,0,1979,2,No,ALQ,Unf,858,322,536,684,858,TA,7340,70.0,0,6,4,858,1971,1971,110000,0,1
840,0,2006,3,Av,Unf,RFn,1079,0,1079,685,1919,Gd,15611,120.0,51,5,8,1079,2006,2006,233230,0,0
764,0,1989,4,No,Unf,Unf,998,0,596,576,1762,Gd,7200,60.0,0,7,7,596,1920,1950,157000,0,0
0,108,1987,6,No,LwQ,Unf,1728,231,1497,576,1728,TA,13101,74.0,0,5,5,1728,1965,1965,142600,0,0
862,106,2003,2,No,GLQ,RFn,764,573,191,474,1626,Gd,2448,36.0,27,5,7,764,2003,2004,154000,0,0
0,0,2006,3,Av,GLQ,RFn,664,554,100,426,1496,Gd,17104,58.0,24,5,7,654,2006,2006,179665,0,0
0,0,1925,2,Mn,None,Unf,790,384,384,160,790,TA,6292,52.0,141,5,6,768,1930,1950,91000,0,0
793,233,1976,3,No,Unf,RFn,1142,0,793,550,1935,TA,12384,70.0,113,7,7,793,1976,1976,197900,0,1
866,660,1976,4,No,None,RFn,1098,403,400,483,1964,TA,10480,80.0,69,6,7,803,1976,1976,205000,0,0
833,0,1925,3,No,Unf,Unf,833,0,588,228,1666,Gd,5100,70.0,63,7,8,588,1925,1996,161000,0,1
0,220,1977,3,Av,GLQ,Unf,985,595,390,328,985,TA,8385,65.0,0,8,5,985,1977,1977,149900,0,0
0,146,2004,2,Av,GLQ,RFn,1358,720,638,484,1358,Gd,8198,59.0,30,5,7,1358,2004,2004,207000,0,0
0,169,2004,1,Av,GLQ,None,848,662,186,420,848,Gd,4426,70.0,0,5,6,848,2004,2004,143000,0,1
850,788,2006,3,Mn,Unf,Fin,1120,0,1085,753,1970,Ex,11065,86.0,74,5,8,1085,2006,2006,281000,0,0
0,464,2008,3,Mn,Unf,Fin,2046,0,2046,834,2046,Gd,11844,80.0,82,5,8,2046,2008,2008,372500,0,0
873,0,2000,3,No,GLQ,None,992,735,257,839,1865,Gd,10316,70.0,184,5,7,992,2000,2000,235000,0,1
689,0,1930,5,No,Unf,Unf,1445,0,844,441,2134,Gd,11888,70.0,60,6,6,844,1916,1994,214500,0,1
1274,256,1993,3,Gd,GLQ,RFn,1372,987,360,656,2646,Gd,9900,90.0,60,5,7,1347,1993,1993,260000,0,0
0,0,1957,2,No,GLQ,None,1236,600,312,923,1236,TA,7407,90.0,158,7,6,912,1957,1996,149700,0,0
0,0,1983,2,Av,BLQ,Unf,902,301,239,484,902,TA,8885,70.0,0,5,5,864,1983,1983,131000,0,1
0,0,1962,2,No,ALQ,None,912,737,175,352,912,TA,12968,70.0,0,6,5,912,1962,1962,144000,0,1
0,112,1960,3,Gd,BLQ,Fin,1656,639,441,528,1656,TA,31770,141.0,62,5,6,1080,1960,1960,215000,0,0
0,399,1991,3,Gd,Rec,Unf,1382,672,0,884,1382,TA,19296,120.0,0,5,6,1362,1962,1962,176000,0,0
0,320,1977,4,None,None,Unf,2020,0,0,630,2020,TA,8400,60.0,0,5,5,0,1977,1977,144000,0,0
0,80,1971,3,Av,None,Unf,1052,504,506,440,1052,TA,8816,80.0,0,7,6,1010,1971,1971,155000,0,0
1203,513,1995,4,Av,LwQ,RFn,1328,56,1198,752,2531,Gd,12257,65.0,98,5,8,1318,1995,1995,290000,0,0
848,320,1999,3,Mn,GLQ,Fin,1004,668,336,660,1852,Gd,9066,73.0,106,5,8,1004,1999,2000,230000,0,0
0,420,2006,3,Mn,GLQ,RFn,1660,1220,440,500,1660,Gd,10182,85.0,50,5,8,1660,2006,2006,290000,0,0
0,60,1999,2,Av,GLQ,Fin,1709,1238,460,506,1709,Gd,5119,50.0,65,5,9,1698,1999,2000,328900,0,0
0,0,1962,3,Mn,GLQ,None,912,832,80,288,912,Gd,6768,65.0,0,8,6,912,1961,1996,142000,0,0
836,0,1997,3,No,GLQ,RFn,928,821,107,470,1764,Gd,15426,65.0,99,5,6,928,1997,1997,231500,0,0
660,0,1972,3,No,BLQ,Unf,735,593,130,497,1395,TA,12936,70.0,116,6,6,723,1972,1972,162000,0,1
0,0,1963,3,No,ALQ,Fin,1040,824,216,308,1040,TA,7500,75.0,0,5,5,1040,1963,1963,133000,0,0
0,922,2003,3,Gd,GLQ,Fin,2392,56,2336,968,2392,Ex,13472,103.0,105,5,10,2392,2003,2003,386250,0,0
0,0,1976,2,No,BLQ,None,1103,397,706,440,1103,Gd,6000,50.0,120,6,6,1103,1925,1980,110500,0,0
1028,100,2008,3,No,GLQ,Fin,1050,789,245,836,2078,Ex,10800,85.0,102,5,8,1034,2007,2008,339750,0,0
0,0,1941,2,Av,BLQ,Unf,803,116,604,360,803,TA,5000,50.0,0,6,5,720,1941,1950,87000,0,0
0,0,1950,3,No,Unf,Unf,1152,0,1092,300,1152,Gd,14000,80.0,36,8,6,1092,1950,2004,158500,0,0
0,81,1974,3,Gd,GLQ,RFn,1173,885,0,528,1173,Gd,10625,85.0,120,6,7,1053,1974,1974,170000,0,0
720,0,0,3,None,None,None,372,0,0,0,1092,Fa,5600,70.0,0,5,4,0,1930,1950,55000,1,0
892,0,1914,4,Mn,Unf,Unf,892,0,747,180,1784,TA,13132,96.0,40,5,5,747,1914,1950,138887,0,0
698,143,1968,4,No,Unf,RFn,1222,0,570,487,1920,Gd,10192,102.0,98,6,7,570,1968,1992,170000,0,0
0,27,2006,3,No,Unf,RFn,1670,0,1670,690,1670,Gd,14859,50.0,60,5,7,1670,2006,2006,240000,0,0
623,0,2005,2,No,Unf,RFn,520,0,600,480,1223,Gd,2544,24.0,166,5,7,600,2005,2005,147400,0,0
0,0,1959,1,No,ALQ,Fin,1801,1247,254,484,1801,TA,15602,100.0,54,8,7,1501,1959,1997,289000,0,0
0,564,1973,4,No,Unf,Unf,1656,0,1656,506,1656,TA,9246,87.0,211,5,5,1656,1973,1973,135000,0,0
0,0,1998,3,No,ALQ,Unf,961,216,540,642,1717,Gd,9550,60.0,35,5,7,756,1915,1970,140000,0,0
1177,165,1999,4,No,Unf,Fin,1422,0,1393,779,2599,Gd,14774,108.0,30,5,9,1393,1999,1999,333168,0,0
0,224,1942,3,No,LwQ,Unf,888,386,342,312,1644,Gd,9480,79.0,0,7,5,728,1942,1995,146500,0,0
1332,388,2004,4,Av,GLQ,None,1136,970,166,872,2468,Gd,12099,99.0,154,5,8,1136,2004,2004,354000,0,0
566,0,1993,1,No,GLQ,Unf,796,732,64,480,1362,TA,14115,85.0,30,5,5,796,1993,1995,143000,0,0
0,32,2006,3,Av,GLQ,RFn,1484,428,1048,472,1484,Ex,9037,64.0,33,5,8,1476,2006,2006,265900,0,0
0,166,1977,1,Mn,GLQ,Unf,1200,661,203,884,1200,Gd,9230,71.0,64,8,5,864,1965,1998,146000,0,0
0,174,1974,3,No,Unf,RFn,1350,0,1064,478,1350,TA,10140,78.0,0,5,6,1064,1974,1974,165000,0,0
0,0,0,3,None,None,None,1152,0,0,0,1152,Fa,6040,65.0,0,5,4,0,1955,1955,82000,1,0
0,0,1998,3,No,LwQ,Fin,1680,144,379,583,1680,Gd,10140,78.0,73,5,7,1650,1998,1999,213250,0,0
551,0,1940,3,No,Unf,Unf,889,0,540,352,1440,TA,5000,63.0,0,4,5,540,1900,1950,79000,0,0
0,196,1967,3,No,BLQ,RFn,1214,695,519,318,1214,TA,10355,70.0,111,5,5,1214,1967,1967,143000,0,1
754,289,1976,3,No,GLQ,RFn,725,533,192,475,1479,Gd,13517,70.0,44,8,6,725,1976,2005,130500,0,1
900,0,2005,3,No,Unf,None,901,0,893,800,1801,Gd,10463,72.0,116,5,8,893,2005,2005,239900,0,0
741,0,1942,3,No,BLQ,Unf,753,547,224,213,1494,Gd,7500,70.0,0,7,6,771,1942,1950,177500,0,1
797,99,1990,4,No,GLQ,Unf,1532,1085,390,514,2329,Gd,11839,86.0,121,5,7,1475,1990,1990,262280,0,0
0,410,2006,3,Av,Unf,None,1588,0,1588,825,1588,Gd,10000,85.0,45,5,8,1588,2006,2006,227000,0,0
0,0,1954,3,Mn,ALQ,Fin,1194,655,0,539,1194,TA,8910,79.0,0,6,6,655,1959,1959,159500,0,0
0,0,1997,3,Gd,GLQ,RFn,1494,1200,279,576,1494,Gd,9236,79.0,27,5,6,1479,1997,1997,217000,0,0
1185,579,1996,4,Av,None,Fin,2053,816,1217,666,3238,Gd,14720,56.0,86,5,8,2033,1995,1996,410000,0,0
0,0,1998,2,Av,GLQ,Unf,914,298,572,576,914,TA,8846,57.0,0,5,5,870,1996,1996,148000,0,0
809,0,1925,3,No,LwQ,Unf,832,16,712,546,1641,Ex,9600,60.0,0,7,7,728,1925,1990,178000,0,0
445,0,1930,3,No,Unf,Unf,1128,0,1078,360,1573,TA,6240,52.0,0,7,5,1078,1930,1992,162900,0,0
0,225,1980,3,Av,GLQ,Unf,1472,1036,336,588,1472,TA,14115,70.0,48,5,7,1372,1980,1980,187500,0,1
767,0,1989,4,Mn,ALQ,Unf,983,660,323,423,1750,TA,12508,75.0,0,7,6,983,1940,1985,160000,0,0
902,0,2007,3,Av,GLQ,RFn,866,20,846,578,1768,Gd,10769,68.0,105,5,8,866,2007,2007,212000,0,0
0,74,1956,2,No,LwQ,RFn,1196,616,580,297,1196,TA,9000,72.0,44,5,6,1196,1956,1956,139000,0,0
0,0,2002,2,None,None,Fin,1126,0,0,520,1126,Gd,8777,67.0,96,5,4,0,1949,2003,108000,0,0
0,0,1957,3,None,None,Unf,845,0,0,290,845,TA,11500,70.0,0,3,4,0,1957,1957,84000,0,1
800,232,1969,3,Av,None,RFn,1168,562,29,530,1968,TA,11075,70.0,189,4,5,784,1969,1969,172000,0,1
272,0,1965,4,No,BLQ,Unf,949,392,392,392,1221,TA,9738,60.0,0,7,5,784,1924,1950,104900,0,0
684,0,1930,3,No,Unf,Unf,684,0,684,216,1368,TA,3600,60.0,158,7,6,684,1910,1993,114504,0,0
504,127,1987,3,No,Rec,Unf,483,321,162,280,987,TA,1869,21.0,0,6,6,483,1970,1970,106000,0,0
0,0,1990,3,Mn,GLQ,Fin,1442,738,172,719,1442,Gd,10357,114.0,244,5,7,910,1990,1991,179900,0,0
0,0,1951,2,No,LwQ,Unf,1220,836,0,396,1220,TA,8877,67.0,0,5,4,836,1951,1951,102000,0,0
0,210,2004,3,Av,GLQ,RFn,1500,20,1480,570,1500,Gd,8487,63.0,36,5,7,1500,2004,2004,190000,0,0
1140,731,1998,3,Mn,GLQ,Fin,1310,781,503,1069,2450,Gd,16545,70.0,126,5,8,1284,1998,1998,340000,0,1
0,287,1970,3,Gd,GLQ,RFn,2207,912,1035,576,2207,TA,19900,70.0,0,5,7,1947,1970,1989,180000,0,1
0,24,2006,2,Av,GLQ,RFn,1208,686,501,632,1208,Gd,6762,64.0,61,5,7,1187,2006,2006,206000,0,0
745,335,1954,4,No,Unf,Unf,1050,0,1050,352,1795,TA,12150,81.0,0,5,5,1050,1954,1954,131500,0,0
0,0,0,4,Gd,None,None,1440,1440,0,0,1440,TA,7711,42.0,0,3,4,1440,1977,1977,150000,1,0
0,0,2009,3,Mn,GLQ,RFn,1212,36,1176,460,1212,Gd,10420,83.0,22,5,6,1212,2009,2009,186000,0,0
539,0,1982,2,No,Unf,Unf,572,0,572,288,1111,TA,5700,70.0,0,7,7,572,1926,1950,116900,0,1
1540,289,1994,4,No,GLQ,Fin,1175,575,487,831,2715,Gd,8963,70.0,204,9,8,1142,1976,1996,299800,0,1
844,0,1998,3,Av,Unf,Fin,880,0,880,527,1724,Gd,8924,57.0,155,5,7,880,1998,1999,188000,0,0
0,451,1963,3,No,ALQ,Unf,1328,569,678,528,1328,TA,9790,70.0,26,5,6,1328,1963,1963,143000,0,1
0,168,1968,3,Av,None,RFn,1052,1016,36,288,1052,TA,8400,70.0,0,5,5,1052,1968,1968,138500,0,0
1116,284,1991,4,No,Unf,Unf,1301,0,1288,462,2417,Gd,16059,121.0,82,5,8,1288,1991,1992,260000,0,0
0,0,1956,3,No,Rec,None,948,732,216,280,948,TA,8190,60.0,36,6,4,948,1954,1954,119000,0,0
883,0,1997,3,No,Unf,Unf,1136,0,728,532,2019,Gd,11414,60.0,135,8,7,728,1910,1993,167500,0,0
0,0,0,2,No,Unf,None,869,0,440,0,869,Fa,5900,51.0,0,7,4,440,1923,1958,85500,1,0
0,108,2006,2,Mn,GLQ,RFn,1554,24,1530,627,1554,Gd,4590,34.0,73,5,8,1554,2006,2006,209500,0,0
1020,0,1969,4,Mn,ALQ,Unf,1092,500,176,576,2112,TA,11075,85.0,0,5,6,952,1969,1969,206900,0,0
0,0,2007,3,No,Unf,Unf,1416,0,816,576,1416,Gd,25339,70.0,0,7,5,816,1918,2007,112000,0,1
729,0,2004,3,No,GLQ,None,864,759,80,398,1593,TA,7415,62.0,75,5,6,839,2004,2004,193000,0,0
0,0,1972,3,No,ALQ,None,1381,982,179,676,1381,Gd,9360,78.0,0,7,6,1161,1972,2006,197500,0,0
0,183,1958,3,No,Rec,RFn,1632,620,0,338,1632,TA,9600,80.0,0,6,6,1240,1958,1988,139000,0,0
0,0,1938,2,No,Unf,Unf,954,0,920,240,954,Fa,6305,50.0,0,7,5,920,1938,1950,119750,0,0
1427,500,2003,4,None,None,RFn,495,0,0,672,1922,Gd,7301,64.0,0,5,7,0,2003,2003,198500,0,0
0,153,1986,3,No,BLQ,Unf,980,560,420,484,980,TA,7064,71.0,0,6,5,980,1977,1977,135000,0,0
866,162,2001,3,Mn,GLQ,RFn,920,486,434,608,1786,Gd,11250,68.0,42,5,7,920,2001,2002,223500,0,0
0,186,2004,3,Av,GLQ,RFn,1694,1369,317,636,1694,Gd,10084,75.0,57,5,8,1686,2004,2005,307000,0,0
0,0,1948,2,No,ALQ,Unf,972,680,292,240,972,TA,8000,50.0,0,6,6,972,1948,2002,132000,0,0
0,0,1999,3,No,Rec,Unf,1437,988,200,576,1437,TA,14175,70.0,0,6,5,1188,1956,1987,168000,0,1
1208,396,2001,3,No,Unf,Fin,1055,0,1055,905,2263,Gd,9240,70.0,45,5,8,1055,2001,2002,287000,0,1
685,96,1979,3,No,GLQ,RFn,1040,315,114,550,1725,TA,11584,80.0,88,6,7,539,1979,1979,197000,0,0
0,64,1957,2,No,BLQ,Unf,1236,360,710,447,1236,Gd,10011,72.0,0,6,5,1070,1957,1996,134450,0,0
0,0,1959,3,No,LwQ,RFn,1040,369,671,286,1040,TA,7560,70.0,0,5,5,1040,1959,1959,133700,0,0
0,200,2008,3,No,GLQ,None,1704,1218,486,772,1704,Gd,11478,98.0,50,5,8,1704,2007,2008,306000,0,0
0,160,1976,3,No,ALQ,Fin,1523,644,549,478,1523,TA,11361,104.0,0,5,6,1193,1976,1976,180000,0,0
0,0,2006,3,No,Unf,RFn,1489,0,1489,776,1489,Gd,11216,81.0,140,5,8,1489,2006,2006,232600,0,0
0,130,2007,1,No,None,None,1569,988,398,660,1569,Gd,3635,51.0,20,5,7,1386,2007,2007,175900,0,0
0,0,2001,3,No,Unf,RFn,1212,0,1212,573,1212,Gd,9100,70.0,0,5,7,1212,2001,2001,178000,0,0
0,110,2002,3,No,GLQ,RFn,1573,788,785,544,1573,Gd,9808,67.0,72,5,7,1573,2002,2002,227000,0,0
778,288,1972,4,No,Rec,RFn,1012,247,485,484,1790,TA,10400,80.0,0,5,6,732,1972,1972,165150,0,0
504,0,1923,3,Gd,GLQ,RFn,1072,1309,15,528,1576,Gd,21384,144.0,312,6,5,1324,1923,2004,223500,0,0
864,0,2003,3,No,Rec,RFn,864,503,361,673,1728,Gd,8791,64.0,56,5,6,864,2003,2003,207500,0,0
0,640,2007,3,No,Unf,RFn,1600,0,1566,890,1600,Gd,14230,110.0,56,5,8,1566,2007,2007,256300,0,0
0,200,2005,3,Gd,GLQ,Fin,1922,1249,673,676,1922,Gd,14157,86.0,51,5,9,1922,2005,2006,377426,0,0
846,0,2009,3,Av,Unf,RFn,846,0,846,650,1692,Gd,13159,83.0,114,5,7,846,2009,2009,224500,0,0
0,0,2006,3,Av,GLQ,None,1656,24,1632,826,1656,Gd,11096,84.0,146,5,8,1656,2006,2006,249700,0,0
0,0,1954,2,No,Unf,Unf,1047,0,641,273,1047,TA,10800,60.0,0,7,4,641,1885,1995,100000,0,0
880,870,2006,4,No,GLQ,Fin,1848,1410,438,706,2728,Ex,20431,56.0,0,5,9,1848,2005,2006,437154,0,0
0,272,1964,3,No,None,RFn,1425,490,935,576,1425,TA,10175,100.0,0,5,6,1425,1964,1964,180500,0,0
0,0,1916,2,No,Unf,Unf,952,0,952,192,952,Fa,8854,70.0,98,6,6,952,1916,1950,121000,0,1
0,0,1996,3,No,ALQ,Unf,990,716,274,576,990,TA,13568,43.0,0,5,5,990,1995,1995,156000,0,0
0,0,1969,1,Gd,ALQ,Unf,988,938,0,540,988,TA,21453,70.0,130,5,6,938,1969,1969,180000,0,1
0,0,1966,3,No,Rec,Unf,1056,1056,0,384,1056,TA,8900,70.0,42,4,4,1056,1966,1966,107000,0,1
0,160,2006,3,Gd,GLQ,Fin,1746,1320,426,758,1746,Ex,14892,42.0,39,5,9,1746,2006,2007,377500,0,0
833,40,1998,3,No,Unf,Fin,885,0,832,427,1718,TA,10141,74.0,94,5,7,832,1998,1998,185000,0,0
0,0,1997,3,Av,ALQ,RFn,1464,444,76,480,1464,TA,12886,70.0,0,6,5,520,1963,1999,175000,0,0
829,95,2002,3,No,Unf,RFn,831,0,831,493,1660,Gd,8935,68.0,68,5,7,831,2002,2002,195000,0,0
0,412,2005,2,No,GLQ,RFn,1752,456,1296,576,1752,Ex,7658,61.0,82,5,9,1752,2005,2005,319900,0,0
1259,1,1977,4,No,GLQ,RFn,1361,498,652,600,2620,TA,18890,70.0,24,5,5,1361,1977,1977,190000,0,1
1538,762,2007,3,Gd,GLQ,Fin,3138,2260,878,884,4676,Ex,40094,130.0,406,5,10,3138,2007,2008,184750,0,0
0,0,0,2,No,ALQ,None,784,784,0,0,784,Gd,6130,50.0,0,6,5,784,1924,1950,109500,1,0
0,0,1961,3,No,ALQ,RFn,1120,932,108,544,1120,Fa,6970,85.0,0,5,4,1040,1961,1961,129000,0,0
0,51,1974,3,No,Rec,None,1382,547,504,459,1382,TA,11235,75.0,82,5,4,1051,1963,1979,148000,0,0
714,328,1978,3,Mn,Rec,Fin,672,438,234,440,1386,TA,11616,70.0,0,5,6,672,1978,1978,158900,0,1
0,0,0,1,None,None,None,334,0,0,0,334,Fa,5000,50.0,0,3,1,0,1946,1950,39300,1,0
600,0,2004,2,No,Unf,RFn,600,0,600,480,1200,Gd,3182,30.0,172,5,7,600,2004,2005,151000,0,0
0,18,2004,2,No,Unf,Fin,1414,0,1375,398,1414,Gd,3072,70.0,20,5,7,1375,2004,2004,178740,0,1
0,0,1967,4,No,Unf,Unf,1584,0,1584,792,1584,TA,8944,65.0,152,5,5,1584,1967,1967,124000,0,0
725,0,1931,3,No,Unf,Unf,792,0,792,400,1517,Gd,11435,70.0,0,7,8,792,1929,1950,230000,0,1
0,144,1971,3,No,ALQ,None,1258,656,602,528,1258,Gd,11040,80.0,0,7,6,1258,1971,2004,145000,0,0
0,75,1967,3,No,GLQ,Unf,902,599,277,288,902,TA,6173,70.0,0,6,5,876,1967,1967,125500,0,1
0,0,2006,3,No,ALQ,Unf,1158,941,217,576,1158,Gd,13072,63.0,50,5,6,1158,2004,2004,158000,0,0
0,0,1921,2,No,ALQ,Unf,964,713,163,432,964,TA,13360,80.0,0,7,5,876,1921,2006,163500,0,0
915,113,1965,3,No,LwQ,Unf,1465,187,111,596,2380,TA,18450,70.0,265,5,6,1021,1965,1979,129000,0,1
0,82,2007,2,Av,GLQ,None,1232,724,508,632,1232,Gd,7314,64.0,0,5,7,1232,2007,2007,194500,0,0
0,0,1989,3,Av,ALQ,Unf,864,390,474,352,864,TA,7180,60.0,0,7,5,864,1972,1972,127000,0,0
807,340,1989,3,Av,GLQ,None,1175,421,386,575,1982,Gd,11287,82.0,84,6,7,807,1989,1989,228500,0,0
838,530,1998,3,Av,GLQ,RFn,1086,956,130,592,1924,Gd,12011,78.0,75,5,8,1086,1998,1998,280000,0,0
804,0,1926,3,No,Unf,Unf,1276,0,1276,282,2080,Gd,10918,53.0,0,9,7,1276,1926,2004,234000,0,0
694,0,1999,3,No,Unf,RFn,953,0,953,460,1647,TA,7917,62.0,40,5,6,953,1999,2000,175000,0,0
0,0,1993,2,No,LwQ,None,1617,165,598,533,1617,Gd,8012,50.0,69,5,6,1604,1993,1994,193000,0,0
0,98,1957,3,None,None,None,1340,0,0,252,1340,TA,9060,60.0,0,6,5,0,1957,2006,120000,0,0
0,450,2010,3,Av,GLQ,Fin,1940,1646,284,606,1940,Ex,10159,83.0,95,5,9,1930,2009,2010,395192,0,0
639,0,1954,4,No,Rec,Unf,1216,444,550,325,1855,TA,9525,75.0,0,4,6,994,1954,1972,136900,0,0
0,0,1983,2,Av,ALQ,RFn,884,747,0,504,884,Gd,9180,70.0,0,7,5,840,1983,1983,144000,0,1
862,106,2003,2,No,Unf,RFn,764,0,764,474,1626,Gd,2628,36.0,27,5,7,764,2003,2003,175500,0,0
564,0,1948,2,No,LwQ,Unf,720,312,408,240,1284,TA,3500,50.0,35,7,5,720,1947,1950,110000,0,0
1141,0,2002,4,Mn,Unf,Unf,1149,0,1128,779,2290,Gd,11250,70.0,0,5,8,1128,2002,2002,255900,0,1
0,0,1963,2,Gd,LwQ,Unf,816,104,0,516,816,TA,8472,110.0,0,5,5,816,1963,1963,110000,0,0
806,178,1988,4,No,GLQ,Unf,1377,1002,0,786,2183,Gd,13837,70.0,0,5,7,1204,1988,1988,229000,0,1
561,0,1963,3,No,LwQ,Unf,1188,1088,0,456,1869,TA,8820,98.0,0,6,5,1088,1890,1996,124900,0,0
728,0,1941,4,No,Rec,Unf,918,364,554,240,1646,TA,7128,53.0,0,5,7,918,1941,1950,164000,0,0
0,366,2005,2,No,GLQ,Fin,1844,976,868,620,1844,Gd,10994,88.0,44,5,8,1844,2005,2006,257000,0,0
0,80,2007,3,Gd,None,Fin,1571,0,1571,722,1571,Gd,10991,89.0,36,5,8,1571,2007,2007,239000,0,0
720,0,2003,3,No,Unf,Unf,1362,0,1362,484,2082,Gd,11426,63.0,238,5,7,1362,2003,2003,200000,0,0
0,70,1989,5,No,Unf,Unf,1959,0,1907,766,1959,TA,11070,82.0,0,5,7,1907,1988,1989,171000,0,0
1140,340,2003,4,No,Unf,Fin,1234,0,1181,656,2374,Ex,11999,93.0,100,5,8,1181,2003,2004,285000,0,0
960,576,1968,3,No,Rec,Fin,1182,448,448,509,2142,Gd,13000,100.0,72,6,6,896,1968,1968,193500,0,0
600,0,2005,2,No,Unf,RFn,520,0,600,480,1200,Gd,3180,30.0,166,5,7,600,2005,2005,144152,0,0
0,768,2003,3,No,Unf,RFn,1053,0,1053,648,1992,Gd,9375,75.0,45,5,8,1053,2003,2004,250000,0,0
1288,72,2000,4,No,Unf,Fin,997,0,969,648,2285,Gd,11000,70.0,56,5,8,969,2000,2000,248000,0,1
0,351,1971,2,Gd,GLQ,Unf,1824,1219,424,739,1824,Gd,115149,70.0,48,5,7,1643,1971,2002,302000,0,1
0,378,2004,3,Gd,GLQ,Fin,1850,1261,572,772,1850,Gd,16033,98.0,112,5,9,1833,2004,2005,326000,0,0
547,0,0,4,No,ALQ,None,808,351,112,0,1355,TA,10106,62.0,0,7,5,644,1940,1999,127500,1,0
828,101,2003,3,No,None,RFn,840,0,840,500,1668,Gd,11317,72.0,68,5,7,840,2003,2003,180000,0,0
371,0,0,3,No,Unf,None,1035,0,319,0,1406,Fa,7920,70.0,144,7,6,319,1920,1950,89500,1,1
0,0,1966,2,No,None,Fin,1888,247,557,578,1888,Gd,16492,137.0,0,6,6,1517,1966,2002,190000,0,0
0,0,1988,2,Mn,GLQ,Fin,1228,767,461,472,1228,Gd,4671,40.0,120,5,8,1228,1988,1989,189000,0,0
0,0,1998,3,Gd,GLQ,Fin,943,828,115,472,1638,TA,9042,59.0,38,5,6,943,1998,1998,192000,0,0
0,48,1965,3,No,Rec,Fin,960,520,440,432,960,TA,10921,73.0,0,5,4,960,1965,1965,94750,0,0
0,340,2007,3,No,GLQ,None,1698,1234,464,768,1698,Ex,13286,86.0,64,5,9,1698,2007,2008,320000,0,0
0,110,1954,3,No,Rec,RFn,1063,354,412,280,1063,TA,9920,80.0,0,5,5,1056,1954,1954,128000,0,0
0,0,1961,3,No,BLQ,Unf,1236,465,447,288,1236,TA,6993,65.0,0,7,5,912,1961,1994,135000,0,0
0,0,1979,4,None,None,Unf,1535,0,0,410,1535,TA,7018,64.0,0,5,5,0,1979,1979,118964,0,0
0,0,0,1,Av,ALQ,None,630,495,135,0,630,TA,1890,21.0,0,7,4,630,1972,1972,81000,1,0
0,0,1970,3,No,BLQ,RFn,546,273,0,286,1092,TA,2217,21.0,0,4,4,546,1970,1970,88000,0,0
0,300,2006,2,No,GLQ,Fin,1652,1572,80,840,1652,Ex,13173,108.0,102,5,9,1652,2006,2007,325000,0,0
0,136,1961,3,No,Rec,Unf,1144,572,572,456,1144,TA,7875,75.0,0,6,5,1144,1961,1961,139950,0,0
0,428,2007,2,Av,Unf,RFn,1795,0,1795,895,1795,Gd,9986,75.0,49,5,8,1795,2006,2007,147000,0,0
0,150,2001,3,No,Unf,RFn,1541,0,1541,843,1541,Gd,13704,118.0,81,5,7,1541,2001,2002,205000,0,0
0,0,1960,4,No,ALQ,Unf,1507,666,409,404,1507,TA,7910,70.0,0,5,5,1075,1960,1960,127000,0,0
677,456,1999,2,No,Unf,Unf,764,0,776,492,1441,Gd,2645,24.0,0,5,8,776,1999,2000,174000,0,0
0,125,1999,3,No,Unf,RFn,1479,0,1468,577,1479,Gd,9382,93.0,25,5,7,1468,1999,2000,191000,0,0
0,604,1971,2,No,ALQ,Unf,483,358,125,264,987,TA,1680,21.0,0,3,6,483,1971,1971,89500,0,0
0,0,1941,2,No,Rec,Unf,672,344,328,234,672,TA,9340,50.0,113,6,4,672,1941,1950,113000,0,0
720,0,1939,4,No,None,None,1052,378,342,240,2192,Gd,8400,60.0,24,8,5,720,1939,1997,179500,0,0
