2ndFlrSF,MasVnrArea,GarageYrBlt,BedroomAbvGr,BsmtExposure,BsmtFinType1,GarageFinish,1stFlrSF,BsmtFinSF1,BsmtUnfSF,GarageArea,GrLivArea,KitchenQual,LotArea,LotFrontage,OpenPorchSF,OverallCond,OverallQual,TotalBsmtSF,YearBuilt,YearRemodAdd,SalePrice,GarageYrBlt_missing,LotFrontage_missing
0,36,2008,3,Av,GLQ,RFn,1566,1078,488,750,1566,Gd,9000,75.0,168,5,8,1566,2008,2008,262500,0,0
0,72,2006,2,Av,Unf,Fin,1402,0,1258,648,1402,Gd,3922,53.0,16,5,7,1258,2006,2007,194201,0,0
0,128,1959,3,Av,None,RFn,1144,748,102,796,1144,TA,8163,70.0,0,6,5,1144,1959,1959,143000,0,0
0,120,1958,3,Av,BLQ,Unf,1352,300,468,288,1352,Gd,6930,92.0,0,4,5,1062,1958,1958,130000,0,0
432,0,1977,4,None,None,Unf,1302,0,0,539,1734,Gd,10125,75.0,0,5,5,0,1977,1977,126000,0,0
0,0,1974,3,No,ALQ,Unf,894,762,102,440,894,TA,13350,100.0,0,5,5,864,1974,1974,142500,0,0
0,176,2006,2,No,GLQ,Fin,1324,863,461,550,1324,Gd,6240,48.0,38,5,8,1324,2006,2006,254000,0,0
0,459,1977,3,Mn,ALQ,Fin,1647,1283,0,621,1647,Gd,12984,80.0,0,6,5,1430,1977,1977,217500,0,0
455,0,1941,3,No,Unf,Unf,676,0,676,200,1131,TA,5720,52.0,0,6,5,676,1941,1950,66500,0,0
0,0,2007,3,Av,GLQ,Fin,1466,16,1450,610,1466,Gd,8925,73.0,18,5,8,1466,2007,2007,201000,0,0
0,176,1958,3,No,Rec,Unf,1215,585,630,297,1215,TA,12400,66.0,0,7,6,1215,1958,1998,155000,0,0
430,0,1980,2,No,Unf,RFn,698,0,698,528,1128,TA,7500,60.0,0,4,4,698,1920,1950,68400,0,0
0,0,1928,4,No,Unf,Unf,968,0,656,216,968,TA,10800,60.0,0,6,4,656,1927,2007,64500,0,0
832,252,1966,4,No,GLQ,Unf,800,400,336,484,1632,Gd,9130,70.0,40,8,6,800,1966,2000,173000,0,1
319,0,1964,2,Mn,Unf,RFn,859,0,859,384,1178,TA,8712,66.0,0,7,4,859,1900,1950,102776,0,0
0,0,1946,2,None,None,Unf,930,0,0,308,930,Gd,11100,60.0,0,7,4,0,1946,2006,84900,0,0
804,112,1993,3,No,ALQ,Fin,697,518,179,420,1501,Gd,7685,70.0,63,5,6,697,1993,1994,165600,0,1
0,207,1959,2,No,None,Unf,864,414,450,288,864,Gd,7332,60.0,0,6,6,864,1959,1959,120000,0,0
0,0,1956,3,No,ALQ,RFn,1229,1059,75,284,1229,TA,17140,70.0,0,6,4,1134,1956,1956,135000,0,1
988,0,1992,3,Mn,GLQ,Fin,927,789,119,506,1915,Gd,10041,80.0,150,5,8,908,1992,1992,220000,0,0
698,0,2003,3,No,Unf,Unf,698,0,698,384,1396,TA,8730,60.0,0,7,6,698,1915,2003,153575,0,0
0,108,2007,2,No,GLQ,RFn,1208,664,544,628,1208,Gd,6762,64.0,54,5,7,1208,2007,2007,195400,0,0
0,0,1992,2,Av,GLQ,Unf,996,747,189,564,996,Gd,9069,73.0,0,6,6,936,1992,1992,147000,0,0
0,128,1988,3,Gd,GLQ,None,1180,1065,92,454,2062,TA,14364,70.0,55,5,7,1157,1988,1989,277000,0,1
0,0,1980,2,No,BLQ,RFn,923,543,261,264,923,TA,8012,50.0,0,5,6,923,1980,1980,143000,0,0
0,0,2005,2,No,Unf,Unf,720,0,624,484,720,TA,8520,60.0,0,8,6,624,1928,2003,105900,0,0
1080,300,1961,5,No,Unf,Fin,1898,0,710,564,2978,Gd,11275,96.0,0,7,7,710,1967,2007,242000,0,0
730,0,1993,3,No,BLQ,RFn,1014,402,594,457,1744,Gd,9453,70.0,70,7,7,996,1993,2003,194500,0,1
1519,1031,2006,3,Gd,Unf,Fin,1426,0,1410,641,2945,Gd,13682,66.0,0,5,10,1410,2006,2006,438780,0,0
933,270,1974,4,No,ALQ,RFn,943,442,459,540,1876,Gd,9120,76.0,69,6,6,901,1974,1974,185000,0,0
527,0,0,3,Gd,GLQ,None,820,969,148,0,1347,TA,7000,70.0,0,7,5,1117,1910,1991,107500,1,0
0,305,1962,3,Gd,GLQ,RFn,1431,371,728,296,1431,TA,9150,101.0,110,5,6,1099,1962,1962,165000,0,0
0,72,1987,2,No,GLQ,Unf,1137,980,92,551,1137,Gd,13811,54.0,0,6,6,1112,1987,1987,176000,0,0
0,0,1976,3,No,GLQ,None,1060,840,200,572,1060,TA,4224,44.0,110,7,5,1040,1976,1976,129900,0,0
0,0,1948,2,No,ALQ,Unf,789,104,516,250,789,TA,6000,50.0,0,5,5,789,1948,1950,115000,0,0
1104,0,2005,4,Av,Unf,Fin,734,0,732,372,1838,TA,21930,60.0,40,5,5,732,2005,2005,192140,0,0
670,76,1991,3,No,Unf,RFn,802,0,384,402,1472,Gd,10784,70.0,0,5,7,384,1991,1992,160000,0,1
517,0,1940,3,No,Rec,None,988,399,484,240,1505,TA,9144,70.0,0,5,5,883,1940,1982,145000,0,1
0,0,1920,2,No,Unf,Unf,691,0,691,216,691,Ex,5400,60.0,20,6,5,691,1920,1950,86000,0,0
0,188,1968,3,No,BLQ,Unf,1159,673,378,336,1159,TA,11553,70.0,0,5,5,1051,1968,1968,158000,0,1
0,0,1977,2,No,ALQ,RFn,1069,360,709,440,1069,TA,4043,53.0,55,5,6,1069,1977,1977,127500,0,0
406,0,1926,3,No,Rec,Unf,818,468,350,210,1224,TA,3950,70.0,0,8,6,818,1926,2004,115000,0,1
672,268,1972,3,No,ALQ,Unf,630,231,399,264,1302,TA,1680,21.0,0,7,5,630,1972,1972,119500,0,0
0,0,1992,3,No,ALQ,RFn,810,387,374,484,1603,Gd,7153,65.0,124,5,6,761,1992,1992,175900,0,0
870,438,1995,3,No,GLQ,RFn,1220,1079,141,556,2090,Gd,10000,80.0,65,5,8,1220,1995,1996,240000,0,0
0,375,2006,3,Av,Unf,Fin,1973,0,1935,895,1973,Gd,14226,110.0,45,5,8,1935,2006,2006,395000,0,0
0,0,1977,3,No,ALQ,RFn,1208,767,441,546,1208,TA,11250,70.0,42,6,6,1208,1977,1977,165000,0,1
0,0,1976,3,Av,LwQ,Unf,894,182,0,308,894,TA,10650,75.0,0,6,5,894,1976,1976,128200,0,0
0,145,1989,2,Gd,GLQ,Fin,1644,1518,0,569,1644,Gd,12800,70.0,0,5,7,1518,1989,1989,275000,0,1
0,205,2007,3,No,None,None,1726,1126,600,786,1726,Ex,9416,79.0,138,5,7,1726,2007,2007,311872,0,0
1039,74,2007,4,Mn,Unf,Fin,894,0,894,668,1933,Gd,14598,86.0,18,5,6,894,2007,2007,214000,0,0
0,443,1998,2,No,GLQ,Fin,1337,1201,36,405,1337,TA,4500,32.0,199,5,6,1237,1998,1998,153500,0,0
0,170,2003,1,Av,GLQ,Fin,848,685,163,420,848,Gd,4435,70.0,0,5,6,848,2003,2004,144000,0,1
0,0,1977,2,No,Unf,Unf,1005,0,1005,672,1005,Fa,10434,60.0,0,5,4,1005,1955,1955,115000,0,0
656,0,2000,3,No,GLQ,Fin,774,250,134,400,1430,TA,7750,70.0,0,5,7,384,2000,2000,180000,0,1
0,0,2006,2,Gd,GLQ,None,2076,1386,690,850,2076,Ex,13891,107.0,229,5,10,2076,2006,2006,465000,0,0
0,0,1993,2,No,GLQ,RFn,1337,733,604,462,1337,Gd,5395,41.0,0,5,8,1337,1993,1993,180000,0,0
858,0,2005,3,Mn,GLQ,RFn,1113,341,772,689,1971,Gd,9675,75.0,48,5,7,1113,2005,2005,253000,0,0
576,0,1976,3,No,Rec,Unf,536,129,175,336,1112,TA,2592,36.0,0,3,5,536,1976,1976,85000,0,0
0,0,1962,2,None,None,Unf,1224,0,0,462,1224,TA,9842,70.0,0,5,4,0,1962,1962,101800,0,0
0,76,1973,3,No,BLQ,Unf,1002,828,174,902,1002,TA,8750,70.0,0,6,5,1002,1970,1970,148500,0,1
739,50,2004,3,No,Unf,Unf,970,0,970,380,1709,Gd,2522,24.0,40,5,7,970,2004,2004,137500,0,0
0,362,2007,2,No,Unf,RFn,1869,0,1869,617,1869,Ex,7820,68.0,54,5,9,1869,2007,2007,318061,0,0
0,0,1968,1,Gd,GLQ,Unf,1473,1324,113,452,1473,Ex,25095,65.0,48,8,5,1437,1968,2003,143000,0,0
0,0,1962,3,No,BLQ,Unf,1048,580,333,288,1558,TA,10930,60.0,0,6,5,913,1945,1950,140000,0,0
840,144,2002,3,None,Unf,RFn,936,0,936,474,1776,Gd,14006,65.0,96,5,7,936,2002,2002,192500,0,0
0,0,0,1,Av,GLQ,None,630,553,77,0,630,Ex,1533,21.0,0,7,5,630,1970,1970,92000,1,0
798,0,2006,3,No,Unf,RFn,778,0,770,614,1576,Gd,8125,65.0,50,5,7,770,2006,2006,197000,0,0
0,0,1924,2,No,Unf,Unf,792,0,768,240,792,Gd,9022,52.0,0,8,5,768,1924,2006,109500,0,0
0,336,2007,3,Gd,GLQ,RFn,1718,1288,417,826,1718,Gd,10637,79.0,44,5,8,1705,2007,2008,297000,0,0
0,0,1968,3,No,Unf,RFn,1489,0,1489,462,1489,Gd,9156,70.0,0,7,6,1489,1968,1968,185750,0,1
896,0,2001,3,No,GLQ,RFn,944,666,278,622,1840,Gd,12420,79.0,45,5,7,944,2001,2001,230000,0,0
0,435,1995,3,No,Rec,Unf,1131,168,739,672,1131,TA,5925,50.0,72,7,4,907,1937,2000,89471,0,0
0,16,2005,3,Av,ALQ,Fin,1530,1274,256,430,1530,Gd,16158,124.0,36,5,7,1530,2005,2005,260000,0,0
728,0,2005,3,Av,GLQ,Fin,728,648,80,410,1456,Gd,8199,63.0,18,5,7,728,2005,2005,189000,0,0
755,0,1940,4,Mn,Unf,None,755,0,755,296,1510,TA,9084,60.0,0,5,4,755,1940,1950,108000,0,0
0,0,1994,3,No,ALQ,Unf,864,191,673,463,864,TA,8120,70.0,0,7,4,864,1970,1970,124500,0,0
